Gene	MappedGene	Source
Soltu.DM.07G023350	DM8.2_chr07G21970	synteny
Soltu.DM.07G023360	-	-
Soltu.DM.07G023370	DM8.2_chr07G21980	synteny
Soltu.DM.07G023380	DM8.2_chr07G21990	synteny
Soltu.DM.07G023390	DM8.2_chr07G22000	synteny
Soltu.DM.07G023400	DM8.2_chr07G22010	synteny
Soltu.DM.07G023410	DM8.2_chr07G22020	synteny
Soltu.DM.07G023430	DM8.2_chr07G22030	synteny
Soltu.DM.07G023440	-	-
Soltu.DM.07G023450	DM8.2_chr07G22040	synteny
Soltu.DM.07G023460	DM8.2_chr07G22050	synteny
Soltu.DM.07G023470	DM8.2_chr07G22060	synteny
Soltu.DM.07G023500	DM8.2_chr07G22070	synteny
Soltu.DM.07G023510	DM8.2_chr07G22090	synteny
Soltu.DM.07G023520	DM8.2_chr07G22100	synteny
Soltu.DM.07G023530	DM8.2_chr07G22110	synteny
Soltu.DM.07G023540	DM8.2_chr07G22120	synteny
Soltu.DM.07G023550	DM8.2_chr07G22130	synteny
Soltu.DM.07G023560	DM8.2_chr07G22140	synteny
Soltu.DM.07G023570	DM8.2_chr07G22150	synteny
Soltu.DM.07G023580	DM8.2_chr07G22160	synteny
Soltu.DM.07G023590	DM8.2_chr07G22190	synteny
Soltu.DM.07G023600	-	-
Soltu.DM.07G023610	DM8.2_chr07G22220	synteny
Soltu.DM.07G023620	-	-
Soltu.DM.07G023630	-	-
Soltu.DM.07G023640	DM8.2_chr07G22210	synteny
Soltu.DM.07G023650	-	-
Soltu.DM.07G023660	-	-
Soltu.DM.07G023670	DM8.2_chr07G22250	synteny
Soltu.DM.07G023680	DM8.2_chr07G22260	synteny
Soltu.DM.07G023690	DM8.2_chr07G22270	synteny
Soltu.DM.07G023700	DM8.2_chr07G22280	synteny
Soltu.DM.07G023710	DM8.2_chr07G22290	synteny
Soltu.DM.07G023720	DM8.2_chr07G22300	synteny
Soltu.DM.07G023730	-	-
Soltu.DM.07G023740	DM8.2_chr07G22310	synteny
Soltu.DM.07G023750	DM8.2_chr07G22320	synteny
Soltu.DM.07G023760	DM8.2_chr07G22330	synteny
Soltu.DM.07G023770	DM8.2_chr07G22340	synteny
Soltu.DM.07G023780	DM8.2_chr07G22350	synteny
Soltu.DM.07G023790	DM8.2_chr07G22360	synteny
Soltu.DM.07G023800	DM8.2_chr07G22370	synteny
Soltu.DM.07G023810	DM8.2_chr07G22380	synteny
Soltu.DM.07G023820	-	-
Soltu.DM.07G023830	DM8.2_chr07G22390	synteny
Soltu.DM.07G023850	DM8.2_chr07G22420	synteny
Soltu.DM.07G023870	DM8.2_chr07G22440	synteny
Soltu.DM.07G023880	DM8.2_chr07G22450	synteny
Soltu.DM.07G023890	DM8.2_chr07G22470	synteny
Soltu.DM.07G023900	DM8.2_chr07G22480	synteny
Soltu.DM.07G023930	DM8.2_chr07G22490	synteny
Soltu.DM.07G023940	-	-
Soltu.DM.07G023950	DM8.2_chr07G22500	synteny
Soltu.DM.07G023960	DM8.2_chr07G22510	synteny
Soltu.DM.07G023970	DM8.2_chr07G22520	synteny
Soltu.DM.07G023980	DM8.2_chr07G22530	synteny
Soltu.DM.07G023990	DM8.2_chr07G22550	synteny
Soltu.DM.07G024000	DM8.2_chr07G22560	synteny
Soltu.DM.07G024010	DM8.2_chr07G22570	synteny
Soltu.DM.07G024020	DM8.2_chr07G22580	synteny
Soltu.DM.07G024030	DM8.2_chr07G22590	synteny
Soltu.DM.07G024040	DM8.2_chr07G22610	synteny
Soltu.DM.07G024050	-	-
Soltu.DM.07G024060	-	-
Soltu.DM.07G024070	DM8.2_chr07G22630	synteny
Soltu.DM.07G024080	DM8.2_chr07G22640	synteny
Soltu.DM.07G024090	DM8.2_chr07G22650	synteny
Soltu.DM.07G024100	DM8.2_chr07G22660	synteny
Soltu.DM.07G024110	DM8.2_chr07G22670	synteny
Soltu.DM.07G024120	DM8.2_chr07G22680	synteny
Soltu.DM.07G024130	DM8.2_chr07G22690	synteny
Soltu.DM.07G024150	DM8.2_chr07G22710	synteny
Soltu.DM.07G024160	DM8.2_chr07G22720	synteny
Soltu.DM.07G024170	-	-
Soltu.DM.07G024180	DM8.2_chr07G22730	synteny
Soltu.DM.07G024190	DM8.2_chr07G22740	synteny
Soltu.DM.07G024200	DM8.2_chr07G22750	synteny
Soltu.DM.07G024210	DM8.2_chr07G22760	synteny
Soltu.DM.07G024220	DM8.2_chr07G22770	synteny
Soltu.DM.07G024230	DM8.2_chr07G22780	synteny
Soltu.DM.07G024240	DM8.2_chr07G22790	synteny
Soltu.DM.07G024250	DM8.2_chr07G22800	synteny
Soltu.DM.07G024260	DM8.2_chr07G22810	synteny
Soltu.DM.07G024270	-	-
Soltu.DM.07G024280	DM8.2_chr07G22820	synteny
Soltu.DM.07G024290	DM8.2_chr07G22830	synteny
Soltu.DM.07G024300	DM8.2_chr07G22840	synteny
Soltu.DM.07G024320	DM8.2_chr07G22860	synteny
Soltu.DM.07G024330	DM8.2_chr07G22870	synteny
Soltu.DM.07G024340	DM8.2_chr07G22880	synteny
Soltu.DM.07G024350	DM8.2_chr07G22890	synteny
Soltu.DM.07G024360	DM8.2_chr07G22900	synteny
Soltu.DM.07G024370	DM8.2_chr07G22910	synteny
Soltu.DM.07G024380	DM8.2_chr07G22920	synteny
Soltu.DM.07G024390	DM8.2_chr07G22930	synteny
Soltu.DM.07G024400	DM8.2_chr07G22940	synteny
Soltu.DM.07G024410	DM8.2_chr07G22950	synteny
Soltu.DM.07G024420	DM8.2_chr07G22960	synteny
Soltu.DM.07G024430	DM8.2_chr07G22980	synteny
Soltu.DM.07G024440	DM8.2_chr07G22990	synteny
Soltu.DM.07G024450	DM8.2_chr07G23000	synteny
Soltu.DM.07G024460	DM8.2_chr07G23010	synteny
Soltu.DM.07G024470	DM8.2_chr07G23020	synteny
Soltu.DM.07G024480	DM8.2_chr07G23030	synteny
Soltu.DM.07G024490	-	-
Soltu.DM.07G024500	DM8.2_chr07G23040	synteny
Soltu.DM.07G024510	DM8.2_chr07G23050	synteny
Soltu.DM.07G024520	DM8.2_chr07G23060	synteny
Soltu.DM.07G024530	DM8.2_chr07G23070	synteny
Soltu.DM.07G024540	DM8.2_chr07G23080	synteny
Soltu.DM.07G024550	DM8.2_chr07G23090	synteny
Soltu.DM.07G024560	DM8.2_chr07G23100	synteny
Soltu.DM.07G024580	-	-
Soltu.DM.07G024600	DM8.2_chr07G23170	synteny
Soltu.DM.07G024630	DM8.2_chr07G23130	synteny
Soltu.DM.07G024640	-	-
Soltu.DM.07G024650	DM8.2_chr07G23200	synteny
Soltu.DM.07G024660	-	-
Soltu.DM.07G024690	DM8.2_chr07G23240	synteny
Soltu.DM.07G024700	DM8.2_chr07G23250	synteny
Soltu.DM.07G024710	DM8.2_chr07G23260	synteny
Soltu.DM.07G024720	DM8.2_chr07G23270	synteny
Soltu.DM.07G024730	DM8.2_chr07G23280	synteny
Soltu.DM.07G024740	DM8.2_chr07G23290	synteny
Soltu.DM.07G024750	DM8.2_chr07G23300	synteny
Soltu.DM.07G024760	DM8.2_chr07G23310	synteny
Soltu.DM.07G024780	DM8.2_chr07G23330	synteny
Soltu.DM.07G024790	DM8.2_chr07G23340	synteny
Soltu.DM.07G024800	DM8.2_chr07G23350	synteny
Soltu.DM.07G024810	DM8.2_chr07G23360	synteny
Soltu.DM.07G024820	DM8.2_chr07G23380	synteny
Soltu.DM.07G024830	DM8.2_chr07G23400	synteny
Soltu.DM.07G024840	-	-
Soltu.DM.07G024850	DM8.2_chr07G23410	synteny
Soltu.DM.07G024860	DM8.2_chr07G23420	synteny
Soltu.DM.07G024870	-	-
Soltu.DM.07G024880	DM8.2_chr07G23430	synteny
Soltu.DM.07G024890	DM8.2_chr07G23450	synteny
Soltu.DM.07G024900	DM8.2_chr07G23460	synteny
Soltu.DM.07G024910	DM8.2_chr07G23470	synteny
Soltu.DM.07G024920	DM8.2_chr07G23480	synteny
Soltu.DM.07G024930	DM8.2_chr07G23490	synteny
Soltu.DM.07G024940	DM8.2_chr07G23500	synteny
Soltu.DM.07G024950	DM8.2_chr07G23510	synteny
Soltu.DM.07G024960	DM8.2_chr07G23520	synteny
Soltu.DM.07G024970	DM8.2_chr07G23540	synteny
Soltu.DM.07G024980	DM8.2_chr07G23560	synteny
Soltu.DM.07G024990	DM8.2_chr07G23570	synteny
Soltu.DM.07G025000	DM8.2_chr07G23600	synteny
Soltu.DM.07G025010	DM8.2_chr07G23590	synteny
Soltu.DM.07G025020	-	-
Soltu.DM.07G025030	-	-
Soltu.DM.07G025040	DM8.2_chr07G23610	synteny
Soltu.DM.07G025050	DM8.2_chr07G23620	synteny
Soltu.DM.07G025060	DM8.2_chr07G23640	synteny
Soltu.DM.07G025070	DM8.2_chr07G23720	(identity: 93.57%)
Soltu.DM.07G025080	DM8.2_chr07G23670	synteny
Soltu.DM.07G025100	-	-
Soltu.DM.07G025110	-	-
Soltu.DM.07G025120	-	-
Soltu.DM.07G025130	-	-
Soltu.DM.07G025140	DM8.2_chr07G23720	synteny
Soltu.DM.07G025150	DM8.2_chr07G23740	synteny
Soltu.DM.07G025180	DM8.2_chr07G23940	synteny
Soltu.DM.07G025190	DM8.2_chr07G23770	synteny
Soltu.DM.07G025200	DM8.2_chr07G23780	synteny
Soltu.DM.07G025210	DM8.2_chr07G23790	synteny
Soltu.DM.07G025220	DM8.2_chr07G23800	synteny
Soltu.DM.07G025230	DM8.2_chr07G23810	synteny
Soltu.DM.07G025240	DM8.2_chr07G23820	synteny
Soltu.DM.07G025250	DM8.2_chr07G23830	synteny
Soltu.DM.07G025260	-	-
Soltu.DM.07G025280	-	-
Soltu.DM.07G025290	DM8.2_chr07G23870	synteny
Soltu.DM.07G025300	DM8.2_chr07G23880	synteny
Soltu.DM.07G025310	DM8.2_chr07G23890	synteny
Soltu.DM.07G025320	DM8.2_chr07G23900	synteny
Soltu.DM.07G025330	DM8.2_chr07G23910	synteny
Soltu.DM.07G025340	DM8.2_chr07G23960	synteny
Soltu.DM.07G025400	DM8.2_chr07G24030	synteny
Soltu.DM.07G025410	DM8.2_chr07G24040	synteny
Soltu.DM.07G025420	DM8.2_chr07G24050	synteny
Soltu.DM.07G025430	DM8.2_chr07G24060	synteny
Soltu.DM.07G025450	DM8.2_chr07G24080	synteny
Soltu.DM.07G025460	DM8.2_chr07G24090	synteny
Soltu.DM.07G025470	DM8.2_chr07G24100	synteny
Soltu.DM.07G025480	-	-
Soltu.DM.07G025490	DM8.2_chr07G24110	synteny
Soltu.DM.07G025500	DM8.2_chr07G24120	synteny
Soltu.DM.07G025510	DM8.2_chr07G24130	synteny
Soltu.DM.07G025520	DM8.2_chr07G24140	synteny
Soltu.DM.07G025530	-	-
Soltu.DM.07G025540	DM8.2_chr07G24150	synteny
Soltu.DM.07G025560	-	-
Soltu.DM.07G025570	-	-
Soltu.DM.07G025580	-	-
Soltu.DM.07G025590	-	-
Soltu.DM.07G025600	DM8.2_chr07G24190	synteny
Soltu.DM.07G025610	DM8.2_chr07G24200	synteny
Soltu.DM.07G025620	-	-
Soltu.DM.07G025630	-	-
Soltu.DM.07G025640	DM8.2_chr07G24230	synteny
Soltu.DM.07G025650	DM8.2_chr07G24240	synteny
Soltu.DM.07G025670	DM8.2_chr07G24250	synteny
Soltu.DM.07G025680	DM8.2_chr07G24270	synteny
Soltu.DM.07G025700	DM8.2_chr07G24300	synteny
Soltu.DM.07G025710	DM8.2_chr07G24310	synteny
Soltu.DM.07G025730	DM8.2_chr07G24350	synteny
Soltu.DM.07G025740	DM8.2_chr07G24360	synteny
Soltu.DM.07G025750	DM8.2_chr07G24370	synteny
Soltu.DM.07G025780	DM8.2_chr07G24400	synteny
Soltu.DM.07G025790	DM8.2_chr07G24410	synteny
Soltu.DM.07G025800	-	-
Soltu.DM.07G025810	DM8.2_chr07G24420	synteny
Soltu.DM.07G025820	DM8.2_chr07G24430	synteny
Soltu.DM.07G025850	-	-
Soltu.DM.07G025860	DM8.2_chr07G24520	synteny
Soltu.DM.07G025870	DM8.2_chr07G24500	synteny
Soltu.DM.07G025880	DM8.2_chr07G24510	synteny
Soltu.DM.07G025890	-	-
Soltu.DM.07G025900	DM8.2_chr07G24530	synteny
Soltu.DM.07G025910	DM8.2_chr07G24540	synteny
Soltu.DM.07G025920	DM8.2_chr07G24550	synteny
Soltu.DM.07G025930	DM8.2_chr07G24570	synteny
Soltu.DM.07G026080	DM8.2_chr07G24610	synteny
Soltu.DM.07G026100	DM8.2_chr07G24650	synteny
Soltu.DM.07G026110	-	-
Soltu.DM.07G026120	DM8.2_chr07G24670	synteny
Soltu.DM.07G026130	-	-
Soltu.DM.07G026140	DM8.2_chr07G24680	synteny
Soltu.DM.07G026150	DM8.2_chr07G24700	synteny
Soltu.DM.07G026160	DM8.2_chr07G24710	synteny
Soltu.DM.07G026170	-	-
Soltu.DM.07G026180	DM8.2_chr07G24720	synteny
Soltu.DM.07G026190	DM8.2_chr07G24730	synteny
Soltu.DM.07G026200	DM8.2_chr07G24740	synteny
Soltu.DM.07G026210	DM8.2_chr07G24750	synteny
Soltu.DM.07G026220	DM8.2_chr07G24760	synteny
Soltu.DM.07G026230	DM8.2_chr07G24770	synteny
Soltu.DM.07G026240	DM8.2_chr07G24780	synteny
Soltu.DM.07G026250	DM8.2_chr07G24790	synteny
Soltu.DM.07G026260	DM8.2_chr07G24800	synteny
Soltu.DM.07G026270	DM8.2_chr07G24810	synteny
Soltu.DM.07G026280	DM8.2_chr07G24820	synteny
Soltu.DM.07G026290	DM8.2_chr07G24830	synteny
Soltu.DM.07G026300	DM8.2_chr07G24840	synteny
Soltu.DM.07G026310	DM8.2_chr07G24850	synteny
Soltu.DM.07G026320	DM8.2_chr07G24860	synteny
Soltu.DM.07G026330	DM8.2_chr07G24870	synteny
Soltu.DM.07G026340	DM8.2_chr07G24880	synteny
Soltu.DM.07G026350	DM8.2_chr07G24890	synteny
Soltu.DM.07G026360	DM8.2_chr07G24900	synteny
Soltu.DM.07G026370	DM8.2_chr07G24920	synteny
Soltu.DM.07G026380	DM8.2_chr07G24930	synteny
Soltu.DM.07G026390	DM8.2_chr07G24940	synteny
Soltu.DM.07G026400	DM8.2_chr07G24950	synteny
Soltu.DM.07G026410	DM8.2_chr07G24960	synteny
Soltu.DM.07G026420	DM8.2_chr07G24970	synteny
Soltu.DM.07G026430	DM8.2_chr07G24980	synteny
Soltu.DM.07G026470	DM8.2_chr07G25020	synteny
Soltu.DM.07G026480	DM8.2_chr07G25030	synteny
Soltu.DM.07G026490	DM8.2_chr07G25040	synteny
Soltu.DM.07G026500	DM8.2_chr07G25050	synteny
Soltu.DM.07G026510	DM8.2_chr07G25060	synteny
Soltu.DM.07G026520	DM8.2_chr07G25080	synteny
Soltu.DM.07G026530	DM8.2_chr07G25090	synteny
Soltu.DM.07G026540	DM8.2_chr07G25100	synteny
Soltu.DM.07G026550	DM8.2_chr07G25110	synteny
Soltu.DM.07G026560	DM8.2_chr07G25120	synteny
Soltu.DM.07G026570	DM8.2_chr12G06660	(identity: 92.78%)
Soltu.DM.07G026580	DM8.2_chr07G25130	synteny
Soltu.DM.07G026590	DM8.2_chr07G25140	synteny
Soltu.DM.07G026600	DM8.2_chr07G25150	synteny
Soltu.DM.07G026610	DM8.2_chr07G25160	synteny
Soltu.DM.07G026620	DM8.2_chr07G25170	synteny
Soltu.DM.07G026630	DM8.2_chr07G25180	synteny
Soltu.DM.07G026640	DM8.2_chr07G25190	synteny
Soltu.DM.07G026650	DM8.2_chr07G25200	synteny
Soltu.DM.07G026660	DM8.2_chr07G25210	synteny
Soltu.DM.07G026670	DM8.2_chr07G25220	synteny
Soltu.DM.07G026680	DM8.2_chr07G25230	synteny
Soltu.DM.07G026690	DM8.2_chr07G25250	synteny
Soltu.DM.07G026700	DM8.2_chr07G25260	synteny
Soltu.DM.07G026710	DM8.2_chr07G25270	synteny
Soltu.DM.07G026720	-	-
Soltu.DM.07G026730	DM8.2_chr07G25280	synteny
Soltu.DM.07G026740	DM8.2_chr07G25290	synteny
Soltu.DM.07G026750	DM8.2_chr07G25300	synteny
Soltu.DM.07G026760	DM8.2_chr07G25310	synteny
Soltu.DM.07G026770	DM8.2_chr07G25320	synteny
Soltu.DM.07G026780	DM8.2_chr07G25330	synteny
Soltu.DM.07G026790	-	-
Soltu.DM.07G026820	DM8.2_chr07G25350	synteny
Soltu.DM.07G026830	DM8.2_chr07G25360	synteny
Soltu.DM.07G026840	DM8.2_chr07G25370	synteny
Soltu.DM.07G026850	DM8.2_chr07G25380	synteny
Soltu.DM.07G026860	DM8.2_chr07G25390	synteny
Soltu.DM.07G026870	DM8.2_chr07G25400	synteny
Soltu.DM.07G026880	DM8.2_chr07G25410	synteny
Soltu.DM.07G026900	DM8.2_chr07G25430	synteny
Soltu.DM.07G026910	DM8.2_chr07G25440	synteny
Soltu.DM.07G026920	DM8.2_chr07G25450	synteny
Soltu.DM.07G026930	DM8.2_chr07G25460	synteny
Soltu.DM.07G026940	DM8.2_chr07G25470	synteny
Soltu.DM.07G026950	DM8.2_chr07G25480	synteny
Soltu.DM.07G026960	DM8.2_chr07G25490	synteny
Soltu.DM.07G026970	DM8.2_chr07G25500	synteny
Soltu.DM.07G026980	DM8.2_chr07G25510	synteny
Soltu.DM.07G026990	DM8.2_chr07G25520	synteny
Soltu.DM.07G027000	DM8.2_chr07G25530	synteny
Soltu.DM.07G027010	DM8.2_chr07G25540	synteny
Soltu.DM.07G027020	DM8.2_chr07G25550	synteny
Soltu.DM.07G027040	DM8.2_chr07G25560	synteny
Soltu.DM.07G027060	DM8.2_chr07G25570	synteny
Soltu.DM.07G027070	DM8.2_chr07G25580	synteny
Soltu.DM.07G027080	-	-
Soltu.DM.07G027090	DM8.2_chr07G25590	synteny
Soltu.DM.07G027100	DM8.2_chr07G25600	synteny
Soltu.DM.07G027110	DM8.2_chr07G25610	synteny
Soltu.DM.07G027120	-	-
Soltu.DM.07G027130	DM8.2_chr07G25630	synteny
Soltu.DM.07G027140	DM8.2_chr07G25640	synteny
Soltu.DM.07G027150	DM8.2_chr07G25650	synteny
Soltu.DM.07G027160	DM8.2_chr07G25660	synteny
Soltu.DM.07G027170	-	-
Soltu.DM.07G027180	DM8.2_chr07G25670	synteny
Soltu.DM.07G027190	DM8.2_chr07G25680	synteny
Soltu.DM.07G027200	DM8.2_chr07G25690	synteny
Soltu.DM.07G027210	DM8.2_chr07G25700	synteny
Soltu.DM.07G027220	DM8.2_chr07G25710	synteny
Soltu.DM.07G027230	DM8.2_chr07G25720	synteny
Soltu.DM.07G027240	DM8.2_chr07G25730	synteny
Soltu.DM.07G027250	DM8.2_chr07G25740	synteny
Soltu.DM.07G027260	DM8.2_chr07G25750	synteny
Soltu.DM.07G027280	DM8.2_chr07G25770	synteny
Soltu.DM.07G027290	DM8.2_chr07G25780	synteny
Soltu.DM.07G027300	DM8.2_chr07G25790	synteny
Soltu.DM.07G027310	DM8.2_chr07G25800	synteny
Soltu.DM.07G027320	DM8.2_chr07G25810	synteny
Soltu.DM.07G027330	DM8.2_chr07G25820	synteny
Soltu.DM.07G027340	DM8.2_chr07G25830	synteny
Soltu.DM.07G027380	DM8.2_chr07G25880	synteny
Soltu.DM.07G027390	DM8.2_chr07G25890	synteny
Soltu.DM.07G027410	DM8.2_chr07G25910	synteny
Soltu.DM.07G027420	DM8.2_chr07G25920	synteny
Soltu.DM.07G027430	DM8.2_chr07G25930	synteny
Soltu.DM.07G027440	DM8.2_chr07G25940	synteny
Soltu.DM.07G027450	-	-
Soltu.DM.07G027460	DM8.2_chr07G25960	synteny
Soltu.DM.07G027470	DM8.2_chr07G25970	synteny
Soltu.DM.07G027480	DM8.2_chr07G25980	synteny
Soltu.DM.07G027490	DM8.2_chr07G25990	synteny
Soltu.DM.07G027500	DM8.2_chr07G26000	synteny
Soltu.DM.07G027520	DM8.2_chr07G26030	synteny
Soltu.DM.07G027530	DM8.2_chr07G26040	synteny
Soltu.DM.07G027540	DM8.2_chr07G26050	synteny
Soltu.DM.07G027550	DM8.2_chr07G26060	synteny
Soltu.DM.07G027560	DM8.2_chr07G26070	synteny
Soltu.DM.07G027570	-	-
Soltu.DM.07G027580	DM8.2_chr07G26080	synteny
Soltu.DM.07G027590	DM8.2_chr07G26090	synteny
Soltu.DM.07G027600	DM8.2_chr07G26100	synteny
Soltu.DM.07G027610	DM8.2_chr07G26110	synteny
Soltu.DM.07G027620	DM8.2_chr07G26120	synteny
Soltu.DM.07G027630	DM8.2_chr07G26130	synteny
Soltu.DM.07G027640	-	-
Soltu.DM.07G027690	DM8.2_chr07G26170	synteny
Soltu.DM.07G027700	DM8.2_chr07G26180	synteny
Soltu.DM.07G027710	DM8.2_chr07G26190	synteny
Soltu.DM.07G027720	DM8.2_chr07G26200	synteny
Soltu.DM.07G027730	DM8.2_chr07G26210	synteny
Soltu.DM.07G027740	DM8.2_chr07G26220	synteny
Soltu.DM.07G027750	DM8.2_chr07G26240	synteny
Soltu.DM.07G027760	DM8.2_chr07G26250	synteny
Soltu.DM.07G027770	DM8.2_chr07G26230	synteny
Soltu.DM.07G027790	DM8.2_chr07G26260	synteny
Soltu.DM.07G027800	DM8.2_chr07G26280	synteny
Soltu.DM.07G027810	DM8.2_chr07G26290	synteny
Soltu.DM.07G027820	DM8.2_chr07G26300	synteny
Soltu.DM.07G027830	DM8.2_chr07G26310	synteny
Soltu.DM.07G027840	DM8.2_chr07G26320	synteny
Soltu.DM.07G027850	-	-
Soltu.DM.07G027860	DM8.2_chr07G26330	synteny
Soltu.DM.07G027870	DM8.2_chr07G26340	synteny
Soltu.DM.07G027880	DM8.2_chr07G26350	synteny
Soltu.DM.07G027890	DM8.2_chr07G26360	synteny
Soltu.DM.07G027900	DM8.2_chr07G26370	synteny
Soltu.DM.07G027910	DM8.2_chr07G26380	synteny
Soltu.DM.07G027920	DM8.2_chr07G26390	synteny
Soltu.DM.07G027930	DM8.2_chr07G26400	synteny
Soltu.DM.07G027940	DM8.2_chr07G26420	synteny
Soltu.DM.07G027950	DM8.2_chr07G26410	synteny
Soltu.DM.07G027960	DM8.2_chr07G26430	synteny
Soltu.DM.07G027970	DM8.2_chr07G26440	synteny
Soltu.DM.07G027980	DM8.2_chr07G26450	synteny
Soltu.DM.07G027990	DM8.2_chr07G26460	synteny
Soltu.DM.07G028000	DM8.2_chr07G26470	synteny
Soltu.DM.07G028010	DM8.2_chr07G26480	synteny
Soltu.DM.07G028020	DM8.2_chr07G26490	synteny
Soltu.DM.07G028030	DM8.2_chr07G26500	synteny
Soltu.DM.07G028040	DM8.2_chr07G26510	synteny
Soltu.DM.07G028050	DM8.2_chr07G26520	synteny
Soltu.DM.07G028060	DM8.2_chr07G26530	synteny
Soltu.DM.07G028070	-	-
Soltu.DM.07G028080	-	-
Soltu.DM.07G028090	-	-
Soltu.DM.07G028100	DM8.2_chr07G26570	synteny
Soltu.DM.07G028120	-	-
Soltu.DM.07G028130	DM8.2_chr07G26580	synteny
Soltu.DM.07G028150	DM8.2_chr07G26590	synteny
Soltu.DM.07G028160	DM8.2_chr07G26610	synteny
Soltu.DM.07G028170	-	-
Soltu.DM.07G028200	-	-
Soltu.DM.07G028210	DM8.2_chr07G26630	synteny
Soltu.DM.07G028220	DM8.2_chr07G26640	synteny
Soltu.DM.07G028230	DM8.2_chr07G26650	synteny
Soltu.DM.07G028240	DM8.2_chr07G26660	synteny
Soltu.DM.07G028250	DM8.2_chr07G26670	synteny
Soltu.DM.07G028260	DM8.2_chr07G26680	synteny
Soltu.DM.07G028270	DM8.2_chr07G26690	synteny
Soltu.DM.07G028300	DM8.2_chr07G26720	synteny
Soltu.DM.07G028310	DM8.2_chr07G26730	synteny
Soltu.DM.07G028320	DM8.2_chr07G26740	synteny
Soltu.DM.07G028330	DM8.2_chr07G26750	synteny
Soltu.DM.07G028340	DM8.2_chr07G26760	synteny
Soltu.DM.07G028350	DM8.2_chr07G26770	synteny
Soltu.DM.07G028360	DM8.2_chr07G26780	synteny
Soltu.DM.07G028370	DM8.2_chr07G26790	synteny
Soltu.DM.07G028380	DM8.2_chr07G26800	synteny
Soltu.DM.07G028390	DM8.2_chr07G26810	synteny
Soltu.DM.07G028400	-	-
Soltu.DM.07G028410	DM8.2_chr07G26820	synteny
Soltu.DM.07G028420	DM8.2_chr07G26830	synteny
Soltu.DM.07G028430	DM8.2_chr07G26840	synteny
Soltu.DM.07G028440	DM8.2_chr07G26850	synteny
Soltu.DM.07G028450	DM8.2_chr07G26860	synteny
Soltu.DM.07G028460	DM8.2_chr07G26870	synteny
Soltu.DM.07G028470	DM8.2_chr07G26880	synteny
Soltu.DM.07G028480	DM8.2_chr07G26890	synteny
Soltu.DM.07G028490	DM8.2_chr07G26900	synteny
Soltu.DM.07G028500	DM8.2_chr07G26910	synteny
Soltu.DM.07G028510	DM8.2_chr07G26920	synteny
Soltu.DM.07G028520	-	-
Soltu.DM.07G028530	DM8.2_chr07G26940	synteny
Soltu.DM.07G028540	DM8.2_chr07G26950	synteny
Soltu.DM.07G028550	DM8.2_chr07G26960	synteny
Soltu.DM.07G028560	DM8.2_chr07G26970	synteny
Soltu.DM.07G028580	DM8.2_chr07G26990	synteny
Soltu.DM.07G028590	-	-
Soltu.DM.07G028600	DM8.2_chr07G27000	synteny
Soltu.DM.07G028610	DM8.2_chr07G27010	synteny
Soltu.DM.07G028620	DM8.2_chr07G27020	synteny
Soltu.DM.07G028630	DM8.2_chr07G27030	synteny
Soltu.DM.07G028640	DM8.2_chr07G27040	synteny
Soltu.DM.07G028650	DM8.2_chr07G27050	synteny
Soltu.DM.07G028660	DM8.2_chr07G27060	synteny
Soltu.DM.07G028670	DM8.2_chr07G27090	synteny
Soltu.DM.07G028680	-	-
Soltu.DM.08G000030	DM8.2_chr08G00040	synteny
Soltu.DM.08G000040	DM8.2_chr08G00050	synteny
Soltu.DM.08G000060	DM8.2_chr08G00080	synteny
Soltu.DM.08G000070	-	-
Soltu.DM.08G000080	DM8.2_chr08G00110	synteny
Soltu.DM.08G000090	DM8.2_chr08G00120	synteny
Soltu.DM.08G000100	DM8.2_chr08G00130	synteny
Soltu.DM.08G000110	DM8.2_chr08G00140	synteny
Soltu.DM.08G000120	DM8.2_chr08G00150	synteny
Soltu.DM.08G000130	DM8.2_chr08G00160	synteny
Soltu.DM.08G000140	DM8.2_chr08G00190	synteny
Soltu.DM.08G000160	-	-
Soltu.DM.08G000170	-	-
Soltu.DM.08G000180	DM8.2_chr08G00210	synteny
Soltu.DM.08G000190	-	-
Soltu.DM.08G000200	-	-
Soltu.DM.08G000210	-	-
Soltu.DM.08G000220	-	-
Soltu.DM.08G000230	DM8.2_chr08G00310	synteny
Soltu.DM.08G000240	-	-
Soltu.DM.08G000250	DM8.2_chr08G00280	synteny
Soltu.DM.08G000260	DM8.2_chr08G00290	synteny
Soltu.DM.08G000270	-	-
Soltu.DM.08G000280	-	-
Soltu.DM.08G000290	-	-
Soltu.DM.08G000300	DM8.2_chr08G00330	synteny
Soltu.DM.08G000310	DM8.2_chr08G00350	synteny
Soltu.DM.08G000320	DM8.2_chr08G00360	synteny
Soltu.DM.08G000330	DM8.2_chr08G00370	synteny
Soltu.DM.08G000340	DM8.2_chr08G00380	synteny
Soltu.DM.08G000350	-	-
Soltu.DM.08G000360	-	-
Soltu.DM.08G000370	DM8.2_chr08G00400	synteny
Soltu.DM.08G000380	DM8.2_chr08G00410	synteny
Soltu.DM.08G000400	DM8.2_chr08G00420	synteny
Soltu.DM.08G000410	DM8.2_chr08G00510	synteny
Soltu.DM.08G000420	DM8.2_chr08G00430	synteny
Soltu.DM.08G000430	DM8.2_chr08G00440	synteny
